geneID	sampleID	pValue	padjust	zScore	l2fc	rawcounts	meanRawcounts	normcounts	meanCorrected	theta	aberrant	AberrantBySample	AberrantByGene	padj_rank
ENSG00000001035	S21.tsv	0.390407385010074	1	-0.91	-0.65	6	9.37	5.38	8.86	16.44	FALSE	0	0	601
ENSG00000001035	S22.tsv	0.148095493954209	1	-1.68	-1.1	4	9.37	3.69	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S23.tsv	0.28707830067754	1	-1.11	-0.77	6	9.37	4.92	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S24.tsv	0.55742490230663	1	-0.77	-0.57	4	9.37	5.58	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S25.tsv	1	1	0.18	-0.01	9	9.37	8.87	8.86	16.44	FALSE	1	0	601.5
ENSG00000001035	S26.tsv	1	1	0.15	-0.03	6	9.37	8.74	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S27.tsv	0.293474156485828	1	-1.26	-0.86	4	9.37	4.45	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S28.tsv	0.433198943462937	1	-0.79	-0.58	7	9.37	5.73	8.86	16.44	FALSE	1	0	601
ENSG00000001035	S29.tsv	0.800592158322008	1	0.47	0.15	10	9.37	10.07	8.86	16.44	FALSE	1	0	601.5
ENSG00000001035	S30.tsv	0.394956921484653	1	-1.05	-0.73	4	9.37	4.9	8.86	16.44	FALSE	1	0	601
ENSG00000001036	S01.tsv	0.672114430871669	1	-0.39	-0.19	24	23.43	19.83	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S02.tsv	0.29437382974675	1	-1.17	-0.46	15	23.43	16.15	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S03.tsv	0.61071851781106	1	-0.56	-0.25	17	23.43	18.92	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S04.tsv	0.642273141988883	1	-0.58	-0.25	14	23.43	18.82	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S05.tsv	0.824709325364488	1	-0.24	-0.13	20	23.43	20.61	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S06.tsv	0.329826000239716	1	-0.77	-0.32	36	23.43	18.06	22.64	59.53	FALSE	0	0	601
ENSG00000001036	S07.tsv	0.791894071919491	1	0.39	0.1	26	23.43	24.3	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S08.tsv	0.704335759258075	1	0.58	0.16	17	23.43	25.56	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S09.tsv	0.0868543127650774	1	-1.84	-0.71	15	23.43	13.55	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S10.tsv	0.662624268478913	1	0.49	0.13	39	23.43	24.88	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S11.tsv	1	1	0.03	-0.03	23	23.43	22.1	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S12.tsv	0.490447510578343	1	0.74	0.22	32	23.43	26.53	22.64	59.53	FALSE	0	0	601
ENSG00000001036	S13.tsv	0.669471806074155	1	-0.45	-0.21	19	23.43	19.5	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S14.tsv	0.79997598759722	1	-0.29	-0.15	18	23.43	20.33	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S15.tsv	0.238978274712814	1	1.12	0.36	36	23.43	29.27	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S16.tsv	0.850622200172795	1	-0.18	-0.11	23	23.43	20.92	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S17.tsv	0.304956979988718	1	1.2	0.39	20	23.43	30.11	22.64	59.53	FALSE	0	0	601
ENSG00000001036	S18.tsv	0.164667292777751	1	-1.71	-0.66	11	23.43	13.9	22.64	59.53	FALSE	0	0	601
ENSG00000001036	S19.tsv	0.152132246854666	1	-1.82	-0.7	10	23.43	13.45	22.64	59.53	FALSE	1	0	602
ENSG00000001036	S20.tsv	0.144523471224487	1	1.35	0.44	37	23.43	31.02	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S21.tsv	0.69660739392957	1	0.46	0.12	37	23.43	24.69	22.64	59.53	FALSE	0	0	601
ENSG00000001036	S22.tsv	0.280548593853012	1	1.15	0.37	26	23.43	29.59	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S23.tsv	0.119838970998101	1	1.53	0.5	30	23.43	32.57	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S24.tsv	0.589545477319883	1	-0.61	-0.26	16	23.43	18.67	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S25.tsv	0.456497088357299	1	-0.73	-0.31	21	23.43	18.17	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S26.tsv	0.0460884458785465	1	1.95	0.65	29	23.43	36.38	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S27.tsv	1	1	-0.04	-0.06	15	23.43	21.72	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S28.tsv	0.218703825916972	1	1.16	0.37	37	23.43	29.53	22.64	59.53	FALSE	1	0	601
ENSG00000001036	S29.tsv	1	1	0	-0.04	23	23.43	21.95	22.64	59.53	FALSE	1	0	601.5
ENSG00000001036	S30.tsv	0.495799822140395	1	-0.74	-0.31	17	23.43	18.09	22.64	59.53	FALSE	1	0	601
ENSG00000001037	S01.tsv	0.698355401493708	1	0.52	0.17	20	14.67	15.74	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S02.tsv	0.446028086758663	1	-0.91	-0.47	10	14.67	9.82	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S03.tsv	0.96656638834088	1	-0.11	-0.12	11	14.67	12.79	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S04.tsv	0.392631893091124	1	-1.16	-0.58	7	14.67	8.93	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S05.tsv	0.141464548720158	1	1.48	0.59	23	14.67	21.46	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S06.tsv	0.556515872006788	1	-0.56	-0.31	18	14.67	11.1	13.93	25.19	FALSE	0	0	601
ENSG00000001037	S07.tsv	0.645071186462625	1	-0.53	-0.3	12	14.67	11.14	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S08.tsv	0.704761365542413	1	-0.65	-0.35	6	14.67	10.53	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S09.tsv	0.254722929786717	1	-1.27	-0.63	11	14.67	8.74	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S10.tsv	0.769262340623835	1	-0.3	-0.2	16	14.67	12.05	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S11.tsv	0.0884026260391051	1	-2.13	-1.01	7	14.67	6.46	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S12.tsv	0.0955887028651014	1	1.63	0.65	25	14.67	22.44	13.93	25.19	FALSE	0	0	601
ENSG00000001037	S13.tsv	0.483037880942068	1	-0.7	-0.38	16	14.67	10.6	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S14.tsv	1	1	0.18	0.01	10	14.67	14.07	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S15.tsv	0.647514885601856	1	0.53	0.17	32	14.67	15.72	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S16.tsv	0.0294309877981723	1	2.04	0.83	27	14.67	25.61	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S17.tsv	0.480058175042409	1	0.91	0.33	14	14.67	17.93	13.93	25.19	FALSE	0	0	601
ENSG00000001037	S18.tsv	0.804957251733523	1	-0.4	-0.25	8	14.67	11.54	13.93	25.19	FALSE	0	0	601
ENSG00000001037	S19.tsv	0.740787243083391	1	0.52	0.16	14	14.67	15.77	13.93	25.19	FALSE	1	0	602
ENSG00000001037	S20.tsv	0.804450448278786	1	-0.38	-0.23	9	14.67	11.68	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S21.tsv	0.356316657508478	1	-0.91	-0.47	16	14.67	9.9	13.93	25.19	FALSE	0	0	601
ENSG00000001037	S22.tsv	0.483935722690017	1	0.88	0.32	15	14.67	17.76	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S23.tsv	0.723246310705488	1	-0.44	-0.26	11	14.67	11.46	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S24.tsv	0.815797467434759	1	-0.36	-0.23	9	14.67	11.74	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S25.tsv	0.579106897973409	1	0.75	0.27	14	14.67	17.02	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S26.tsv	0.717180595069106	1	0.62	0.21	10	14.67	16.35	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S27.tsv	0.880864678249694	1	-0.18	-0.15	14	14.67	12.51	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S28.tsv	0.288525718928859	1	1.04	0.39	31	14.67	18.5	13.93	25.19	FALSE	1	0	601
ENSG00000001037	S29.tsv	0.213352281852702	1	1.36	0.54	18	14.67	20.75	13.93	25.19	FALSE	1	0	601.5
ENSG00000001037	S30.tsv	0.284200618690953	1	-1.49	-0.72	6	14.67	7.92	13.93	25.19	FALSE	1	0	601
ENSG00000001038	S01.tsv	0.37201505206203	1	-1.1	-0.44	10	13.9	9.55	13.48	1000	FALSE	1	0	601
ENSG00000001038	S02.tsv	0.898977184110261	1	-0.27	-0.13	11	13.9	12.03	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S03.tsv	0.360245655850685	1	-1.12	-0.44	10	13.9	9.49	13.48	1000	FALSE	1	0	601
ENSG00000001038	S04.tsv	0.241029644050823	1	1.08	0.38	23	13.9	17.41	13.48	1000	FALSE	1	0	601
ENSG00000001038	S05.tsv	0.526726389200437	1	-0.94	-0.38	8	13.9	9.93	13.48	1000	FALSE	1	0	601
ENSG00000001038	S06.tsv	0.852782047069877	1	-0.31	-0.14	12	13.9	11.91	13.48	1000	FALSE	0	0	601
ENSG00000001038	S07.tsv	1	1	0.1	0.01	16	13.9	13.36	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S08.tsv	0.0936024558578631	1	1.73	0.62	17	13.9	21.03	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S09.tsv	0.787925874124795	1	0.44	0.14	13	13.9	14.68	13.48	1000	FALSE	1	0	601
ENSG00000001038	S10.tsv	0.857995213577022	1	0.32	0.09	15	13.9	14.2	13.48	1000	FALSE	1	0	601
ENSG00000001038	S11.tsv	1	1	0.08	0.01	14	13.9	13.3	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S12.tsv	0.789869482621252	1	0.35	0.11	20	13.9	14.32	13.48	1000	FALSE	0	0	601
ENSG00000001038	S13.tsv	0.700911307211535	1	-0.41	-0.18	17	13.9	11.64	13.48	1000	FALSE	1	0	601
ENSG00000001038	S14.tsv	0.838834030206686	1	0.42	0.13	10	13.9	14.64	13.48	1000	FALSE	1	0	601
ENSG00000001038	S15.tsv	0.169447830139884	1	1.09	0.38	31	13.9	17.4	13.48	1000	FALSE	1	0	601
ENSG00000001038	S16.tsv	0.597921992091169	1	-0.57	-0.24	15	13.9	11.12	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S17.tsv	0.18736632317905	1	1.83	0.66	9	13.9	22.3	13.48	1000	FALSE	0	0	601
ENSG00000001038	S18.tsv	1	1	0.13	0.02	8	13.9	13.49	13.48	1000	FALSE	0	0	601
ENSG00000001038	S19.tsv	0.656208546051711	1	0.6	0.2	14	13.9	15.35	13.48	1000	FALSE	1	0	602
ENSG00000001038	S20.tsv	0.204237891558135	1	1.33	0.47	17	13.9	18.78	13.48	1000	FALSE	1	0	601
ENSG00000001038	S21.tsv	0.530049156976633	1	0.58	0.19	27	13.9	15.2	13.48	1000	FALSE	0	0	601
ENSG00000001038	S22.tsv	0.811748970610574	1	-0.29	-0.14	16	13.9	11.99	13.48	1000	FALSE	1	0	601
ENSG00000001038	S23.tsv	0.78499217906891	1	-0.45	-0.19	10	13.9	11.43	13.48	1000	FALSE	1	0	601
ENSG00000001038	S24.tsv	0.481152318521391	1	-0.96	-0.38	9	13.9	9.9	13.48	1000	FALSE	1	0	601
ENSG00000001038	S25.tsv	1	1	-0.06	-0.05	16	13.9	12.79	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S26.tsv	0.475091993831054	1	1.01	0.35	10	13.9	17.4	13.48	1000	FALSE	1	0	601
ENSG00000001038	S27.tsv	0.934353153557575	1	-0.25	-0.12	10	13.9	12.11	13.48	1000	FALSE	1	0	601
ENSG00000001038	S28.tsv	0.122365040290225	1	-1.74	-0.68	10	13.9	7.99	13.48	1000	FALSE	1	0	601
ENSG00000001038	S29.tsv	0.987315017024343	1	0.18	0.04	12	13.9	13.68	13.48	1000	FALSE	1	0	601.5
ENSG00000001038	S30.tsv	0.0234280111789668	1	-2.8	-1.07	7	13.9	5.87	13.48	1000	FALSE	1	0	601
ENSG00000001039	S01.tsv	0.500008430383977	1	0.66	0.17	99	67.63	73.34	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S02.tsv	0.173567142364949	1	-1.42	-0.44	47	67.63	47.87	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S03.tsv	0.67223575628888	1	-0.43	-0.15	59	67.63	58.77	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S04.tsv	0.555839914590785	1	0.62	0.16	72	67.63	72.76	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S05.tsv	0.324950491430891	1	1.01	0.27	65	67.63	78.81	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S06.tsv	0.581243205225307	1	0.55	0.14	104	67.63	71.67	65.34	43.38	FALSE	0	0	601
ENSG00000001039	S07.tsv	0.0194585070808373	1	-2.54	-0.76	39	67.63	38.01	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S08.tsv	0.975920581334656	1	0.11	0.01	45	67.63	65.59	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S09.tsv	0.672490072754556	1	0.46	0.11	77	67.63	70.39	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S10.tsv	0.220315359049759	1	-1.22	-0.38	59	67.63	49.97	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S11.tsv	0.276888817798833	1	-1.14	-0.36	47	67.63	50.72	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S12.tsv	0.785821278008496	1	-0.25	-0.1	78	67.63	60.91	65.34	43.38	FALSE	0	0	601
ENSG00000001039	S13.tsv	0.0214649170362871	1	-2.31	-0.69	58	67.63	40.03	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S14.tsv	0.716085580377154	1	-0.41	-0.14	42	67.63	58.87	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S15.tsv	0.550323089916236	1	0.58	0.15	111	67.63	72.17	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S16.tsv	0.0520434196801823	1	1.74	0.48	106	67.63	91.47	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S17.tsv	0.877147307883546	1	-0.2	-0.08	40	67.63	61.51	65.34	43.38	FALSE	0	0	601
ENSG00000001039	S18.tsv	1	1	0.05	-0.01	46	67.63	64.79	65.34	43.38	FALSE	0	0	601
ENSG00000001039	S19.tsv	0.347103114714037	1	0.95	0.25	71	67.63	77.84	65.34	43.38	FALSE	1	0	602
ENSG00000001039	S20.tsv	0.492850324766486	1	-0.7	-0.23	55	67.63	55.59	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S21.tsv	0.733187647774287	1	0.35	0.08	122	67.63	68.88	65.34	43.38	FALSE	0	0	601
ENSG00000001039	S22.tsv	0.59901225549457	1	0.56	0.14	73	67.63	71.86	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S23.tsv	0.357459508874614	1	0.93	0.25	72	67.63	77.5	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S24.tsv	0.845612602775429	1	0.27	0.06	51	67.63	67.79	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S25.tsv	0.353581751331448	1	-0.97	-0.3	49	67.63	52.59	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S26.tsv	0.327513334058401	1	1.09	0.29	45	67.63	80.32	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S27.tsv	0.600996122516482	1	0.55	0.14	74	67.63	71.8	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S28.tsv	0.804825518329227	1	-0.21	-0.08	101	67.63	61.43	65.34	43.38	FALSE	1	0	601
ENSG00000001039	S29.tsv	0.380835565298662	1	0.91	0.24	64	67.63	77.23	65.34	43.38	FALSE	1	0	601.5
ENSG00000001039	S30.tsv	0.728529230290436	1	0.41	0.1	58	67.63	69.76	65.34	43.38	FALSE	1	0	601
ENSG00000001040	S01.tsv	0.604077439682173	1	0.57	0.14	95	63.43	66.59	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S02.tsv	0.950575091723969	1	-0.01	-0.05	72	63.43	58.11	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S03.tsv	0.0183269469589492	1	2.17	0.68	95	63.43	96.81	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S04.tsv	0.782484033083076	1	0.37	0.08	70	63.43	63.51	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S05.tsv	0.465411998205996	1	-0.73	-0.29	42	63.43	49.01	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S06.tsv	0.275395919601391	1	1.03	0.3	146	63.43	74.12	59.8	28.78	FALSE	0	0	601
ENSG00000001040	S07.tsv	0.322086037084094	1	1.05	0.31	61	63.43	74.65	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S08.tsv	0.0452846131121683	1	-2.26	-0.8	28	63.43	34.11	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S09.tsv	0.68032755910383	1	0.49	0.12	78	63.43	65.31	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S10.tsv	0.944998888774808	1	0.17	0.01	81	63.43	60.61	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S11.tsv	0.349447598018351	1	-0.92	-0.35	47	63.43	46.88	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S12.tsv	0.382275352936086	1	-0.81	-0.32	63	63.43	48.2	59.8	28.78	FALSE	0	0	601
ENSG00000001040	S13.tsv	0.875983763061382	1	-0.1	-0.08	68	63.43	56.87	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S14.tsv	0.695540768945746	1	0.51	0.13	46	63.43	65.74	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S15.tsv	0.837670513150518	1	0.29	0.05	82	63.43	62.42	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S16.tsv	0.0957445405846838	1	1.56	0.48	103	63.43	83.97	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S17.tsv	0.793743067491492	1	0.38	0.08	46	63.43	63.74	59.8	28.78	FALSE	0	0	601
ENSG00000001040	S18.tsv	0.223543354415898	1	-1.5	-0.54	20	63.43	40.6	59.8	28.78	FALSE	0	0	601
ENSG00000001040	S19.tsv	0.43768876850086	1	-0.85	-0.33	31	63.43	47.62	59.8	28.78	FALSE	1	0	602
ENSG00000001040	S20.tsv	0.370155525399333	1	-0.85	-0.33	56	63.43	47.72	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S21.tsv	0.247107479165261	1	1.14	0.34	91	63.43	76.13	59.8	28.78	FALSE	0	0	601
ENSG00000001040	S22.tsv	0.399064303107031	1	-0.87	-0.33	39	63.43	47.47	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S23.tsv	0.561110355772255	1	0.65	0.17	71	63.43	67.89	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S24.tsv	0.96612346822591	1	0.16	0.01	47	63.43	60.49	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S25.tsv	0.201992878908531	1	-1.24	-0.46	54	63.43	43.52	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S26.tsv	0.602181042274598	1	-0.56	-0.23	33	63.43	51.03	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S27.tsv	0.53525965148514	1	-0.62	-0.25	41	63.43	50.29	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S28.tsv	0.345146947664338	1	-0.86	-0.33	71	63.43	47.64	59.8	28.78	FALSE	1	0	601
ENSG00000001040	S29.tsv	0.913219941486643	1	0.22	0.03	54	63.43	61.36	59.8	28.78	FALSE	1	0	601.5
ENSG00000001040	S30.tsv	0.148217802888119	1	1.44	0.44	72	63.43	81.73	59.8	28.78	FALSE	1	0	601
ENSG00000001041	S01.tsv	0.0820522712682578	1	-1.7	-0.64	14	20.83	12.44	20.12	1000	FALSE	1	0	601
ENSG00000001041	S02.tsv	0.350200767908445	1	0.89	0.29	25	20.83	24.6	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S03.tsv	0.921040242290035	1	-0.11	-0.07	21	20.83	18.92	20.12	1000	FALSE	1	0	601
ENSG00000001041	S04.tsv	0.56907159911208	1	0.63	0.19	22	20.83	22.97	20.12	1000	FALSE	1	0	601
ENSG00000001041	S05.tsv	0.335396723337656	1	-1.04	-0.41	13	20.83	14.76	20.12	1000	FALSE	1	0	601
ENSG00000001041	S06.tsv	0.599673138796074	1	0.47	0.14	37	20.83	22.01	20.12	1000	FALSE	0	0	601
ENSG00000001041	S07.tsv	0.36271393166361	1	0.92	0.3	22	20.83	24.83	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S08.tsv	0.131914487284308	1	-2.05	-0.77	7	20.83	11.04	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S09.tsv	0.456532508179737	1	-0.6	-0.25	23	20.83	16.67	20.12	1000	FALSE	1	0	601
ENSG00000001041	S10.tsv	0.339383097868536	1	-0.96	-0.38	15	20.83	15.12	20.12	1000	FALSE	1	0	601
ENSG00000001041	S11.tsv	0.153915242318498	1	-1.38	-0.53	15	20.83	13.56	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S12.tsv	0.681059445886434	1	-0.38	-0.17	20	20.83	17.64	20.12	1000	FALSE	0	0	601
ENSG00000001041	S13.tsv	0.922089568499332	1	0.19	0.04	36	20.83	20.47	20.12	1000	FALSE	1	0	601
ENSG00000001041	S14.tsv	0.413643705355171	1	-0.9	-0.36	13	20.83	15.31	20.12	1000	FALSE	1	0	601
ENSG00000001041	S15.tsv	0.710437375540822	1	0.38	0.11	34	20.83	21.51	20.12	1000	FALSE	1	0	601
ENSG00000001041	S16.tsv	0.239181928167284	1	-1.06	-0.41	18	20.83	14.79	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S17.tsv	0.151004926783102	1	1.39	0.47	22	20.83	28.11	20.12	1000	FALSE	0	0	601
ENSG00000001041	S18.tsv	0.17156957003912	1	1.49	0.51	17	20.83	29.06	20.12	1000	FALSE	0	0	601
ENSG00000001041	S19.tsv	0.97041198621064	1	0.19	0.04	18	20.83	20.5	20.12	1000	FALSE	1	0	602
ENSG00000001041	S20.tsv	0.800281654576302	1	0.36	0.1	21	20.83	21.45	20.12	1000	FALSE	1	0	601
ENSG00000001041	S21.tsv	0.421964500070461	1	-0.7	-0.28	20	20.83	16.23	20.12	1000	FALSE	0	0	601
ENSG00000001041	S22.tsv	1	1	-0.04	-0.04	20	20.83	19.31	20.12	1000	FALSE	1	0	601
ENSG00000001041	S23.tsv	0.401486904295256	1	0.78	0.25	27	20.83	23.91	20.12	1000	FALSE	1	0	601
ENSG00000001041	S24.tsv	0.351881210394818	1	1	0.33	19	20.83	25.42	20.12	1000	FALSE	1	0	601
ENSG00000001041	S25.tsv	0.441320504969192	1	0.82	0.26	21	20.83	24.16	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S26.tsv	0.356894267686897	1	-1.28	-0.49	8	20.83	13.66	20.12	1000	FALSE	1	0	601
ENSG00000001041	S27.tsv	0.593448446193644	1	-0.52	-0.22	18	20.83	17.02	20.12	1000	FALSE	1	0	601
ENSG00000001041	S28.tsv	0.323870570477471	1	0.76	0.24	40	20.83	23.69	20.12	1000	FALSE	1	0	601
ENSG00000001041	S29.tsv	0.522708892354883	1	0.73	0.23	19	20.83	23.65	20.12	1000	FALSE	1	0	601.5
ENSG00000001041	S30.tsv	0.083480858476796	1	1.73	0.59	20	20.83	30.87	20.12	1000	FALSE	1	0	601
ENSG00000001042	S01.tsv	0.879432572684231	1	0.18	0.02	139	124.13	122.36	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S02.tsv	0.168618005962848	1	0.85	0.67	176	124.13	192.6	120.9	6.55	FALSE	1	1	601.5
ENSG00000001042	S03.tsv	0.797603593684233	1	0.24	0.08	192	124.13	127.41	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S04.tsv	0.819034762733319	1	0.22	0.06	148	124.13	126.15	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S05.tsv	0.54088840406277	1	-0.33	-0.47	64	124.13	87.18	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S06.tsv	0.984967488777919	1	0.1	-0.06	157	124.13	115.93	120.9	6.55	FALSE	0	1	601
ENSG00000001042	S07.tsv	0.869910323172307	1	0.18	0.02	131	124.13	122.98	120.9	6.55	FALSE	1	1	601.5
ENSG00000001042	S08.tsv	0.671354984954219	1	0.34	0.17	97	124.13	136.61	120.9	6.55	FALSE	1	1	601.5
ENSG00000001042	S09.tsv	0.677024384037244	1	-0.19	-0.33	112	124.13	95.78	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S10.tsv	0.728112228395526	1	0.29	0.13	118	124.13	132.36	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S11.tsv	0.498944991023991	1	0.48	0.31	175	124.13	149.73	120.9	6.55	FALSE	1	1	601.5
ENSG00000001042	S12.tsv	0.571104296260617	1	-0.29	-0.43	95	124.13	89.53	120.9	6.55	FALSE	0	1	601
ENSG00000001042	S13.tsv	0.496238370571057	1	0.48	0.31	174	124.13	149.97	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S14.tsv	0.591637765321751	1	0.4	0.23	170	124.13	142.06	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S15.tsv	0.852987932898129	1	0.2	0.04	144	124.13	124	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S16.tsv	0.690600049807787	1	-0.18	-0.32	113	124.13	96.55	120.9	6.55	FALSE	1	1	601.5
ENSG00000001042	S17.tsv	0.845214568897959	1	-0.05	-0.2	83	124.13	104.95	120.9	6.55	FALSE	0	1	601
ENSG00000001042	S18.tsv	0.550965078647268	1	-0.31	-0.45	70	124.13	87.93	120.9	6.55	FALSE	0	1	601
ENSG00000001042	S19.tsv	0.79916164371372	1	-0.09	-0.24	94	124.13	102.48	120.9	6.55	FALSE	1	1	602
ENSG00000001042	S20.tsv	0.444364681096869	1	0.53	0.35	172	124.13	154.78	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S21.tsv	0.261452594194586	1	0.72	0.54	177	124.13	176.21	120.9	6.55	FALSE	0	1	601
ENSG00000001042	S22.tsv	0.940061070482197	1	0.03	-0.13	105	124.13	110.6	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S23.tsv	0.460343867797908	1	0.51	0.34	132	124.13	153.62	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S24.tsv	0.903173543952673	1	0.16	0	80	124.13	121.21	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S26.tsv	0.440427603025312	1	0.53	0.36	119	124.13	155.71	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S27.tsv	0.598303741204839	1	-0.26	-0.4	109	124.13	91.26	120.9	6.55	FALSE	1	1	601
ENSG00000001042	S28.tsv	0.465914902207439	1	-0.39	-0.53	158	124.13	83.77	120.9	6.55	FALSE	1	1	601
